p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
7,62E-17;0.466287794626111;0.507;0.3;1,96E-12;1;NR3C2
7,40E-16;0.301241565091941;0.979;0.923;1,90E-11;1;EEF1A1
9,22E-16;0.353814047859618;0.813;0.707;2,37E-11;1;RPL30
1,31E-15;0.25929464245055;0.975;0.911;3,37E-12;1;RPL41
1,78E-15;0.307408066770982;0.92;0.825;4,57E-12;1;RPL37A
2,55E-15;0.42015785849715;0.56;0.368;6,56E-11;1;TNRC6C
3,09E-15;0.421336254353137;0.527;0.324;7,95E-11;1;GRAP2
3,64E-14;0.295856658658914;0.974;0.874;9,36E-10;1;RPS2
2,02E-13;0.316994875194928;0.334;0.169;5,19E-09;1;CD27
8,20E-13;0.310376095786091;0.879;0.786;2,11E-08;1;RPL10
1,15E-12;0.393007890373087;0.527;0.344;2,96E-08;1;NCK2
2,61E-12;0.408413392048471;0.45;0.276;6,70E-08;1;PCED1B-AS1
3,33E-12;0.441562016413087;0.494;0.327;8,57E-08;1;LEPROTL1
3,68E-12;0.27819320990226;0.948;0.866;9,47E-08;1;RPL13A
6,33E-12;0.398558479389163;0.759;0.664;1,63E-07;1;ATM
6,71E-12;0.372581608889719;0.332;0.171;1,73E-07;1;RNF157
8,95E-12;0.487346679267775;0.671;0.544;2,30E-07;1;EPB41
9,14E-12;0.318475463335993;0.828;0.751;2,35E-07;1;RPS16
1,25E-11;0.418292597431802;0.488;0.318;3,23E-07;1;ITPKB
1,65E-11;0.463871609402483;0.61;0.475;4,24E-08;1;RASA3
2,89E-11;0.341955934874862;0.776;0.628;7,43E-07;1;RPSA
1,22E-11;0.404358321794837;0.457;0.288;3,14E-06;1;RASGRP1
2,04E-10;0.386880191269487;0.892;0.831;5,24E-06;1;ZBTB20
6,47E-11;0.293793338640022;0.817;0.736;1,66E-05;1;RPS26
1,52E-09;0.423263828139457;0.833;0.783;3,90E-05;1;RUNX1
1,54E-09;0.358684866364711;0.861;0.813;3,95E-05;1;BTG1
3,50E-09;0.309015341850637;0.313;0.165;9,01E-05;1;PDK1
3,63E-09;0.448056119675279;0.393;0.233;9,33E-06;1;PRKN
1,01E-08;0.278090787592046;0.357;0.199;2,60E-04;1;LAT
1,69E-08;0.344909759253468;0.46;0.297;4,33E-04;1;LDHB
2,06E-09;0.669772299417824;0.63;0.486;5,30E-04;1;BCL2
2,63E-08;0.328035429553506;0.791;0.717;6,77E-04;1;RPS6
3,14E-08;0.388199934452981;0.398;0.241;8,06E-04;1;RCAN3
3,35E-09;0.345760277181164;0.435;0.265;8,62E-04;1;DOCK9
5,19E-08;0.377346269277144;0.406;0.247;1,33E-03;1;CD7
6,61E-08;0.287771962171013;0.373;0.216;1,70E-03;1;CD3E
8,62E-08;0.312442872453256;0.316;0.171;2,22E-03;1;TTN
1,19E-07;0.376437920043597;0.417;0.256;3,06E-03;1;PATJ
3,31E-07;0.359192098956364;0.516;0.366;8,51E-03;1;ACAP1
4,14E-08;0.303901821746458;0.995;0.987;1,06E-02;1;MBNL1
4,82E-07;0.454730706632467;0.604;0.497;1,24E-02;1;SEPTIN6
6,60E-07;0.251237693387751;0.817;0.716;1,70E-02;1;RPS23
4,79E-06;0.30993532544629;0.781;0.701;1,23E-01;1;RPL18
5,10E-07;0.283251425668832;0.751;0.675;1,31E-01;1;RPL37
8,77E-06;0.417699201431982;0.462;0.319;2,26E-01;1;ATP10A
9,20E-06;0.314454544394144;0.863;0.827;2,37E-01;1;TNRC6B
2,20E-05;0.343218048686814;0.44;0.29;5,65E-01;1;MGAT4A
2,39E-05;0.406676307875053;0.576;0.474;6,16E-01;1;PRMT2
1,19E-04;0.362607066195743;0.468;0.32;3,05E+00;1;ZEB1
1,67E-04;0.291241574477471;0.604;0.484;4,30E-01;1;RPS10
2,27E-04;0.337247075238081;0.694;0.537;5,84E+00;1;KLF12
2,43E-04;0.371779273981798;0.548;0.419;6,26E+00;1;RBL2
2,79E-04;0.28739765518478;0.738;0.675;7,18E+00;1;RPL21
5,21E-04;0.35990722776277;0.406;0.269;1,34E+01;1;NOSIP
8,81E-05;0.268107347752762;0.773;0.707;2,26E+01;1;RPS8
2,65E-04;0.361898309662273;0.537;0.412;6,83E+00;1;GIMAP7
6,27E-03;0.33204742801277;0.272;0.148;1,61E+02;1;AL589693.1
1,51E-02;0.257357324188269;0.682;0.591;3,89E+02;1;RPS15A
2,78E-02;0.26532018604656;0.295;0.172;7,15E+02;1;NUCB2
2,99E-02;0.262917451635916;0.692;0.612;7,68E+02;1;RPL36
6,09E-03;0.25777619863151;0.705;0.623;1,57E+02;1;RPL35A
1,20E-01;0.251439293194095;0.339;0.211;3,08E+03;1;SPTBN1
1,26E-01;0.264711060180822;0.83;0.787;3,23E+02;1;FAU
1,40E-01;0.320370820968852;0.566;0.457;3,61E+03;1;TRAF3IP3
1,43E-01;0.309474386853223;0.64;0.543;3,68E+03;1;RPS5
2,84E-01;0.279008334975162;0.396;0.268;7,31E+03;1;FCMR
5,07E-01;0.291265483552315;0.645;0.563;1,30E+04;1;RPS3A
5,37E-01;0.28818879706117;0.331;0.212;1,38E+04;1;TECR
6,14E-01;0.316893978257341;0.583;0.476;1,58E+04;1;CLEC2D
9,24E-01;0.418452091232431;0.326;0.215;2,38E+04;1;SESN3
1,28E+00;0.318185293864841;0.56;0.459;3,28E+04;1;NOP53
1,29E+00;0.280602268152423;0.692;0.625;3,32E+04;1;RPL32
1,88E+00;0.318504444277818;0.548;0.434;4,83E+04;1;CYFIP2
3,22E+00;0.308894221764236;0.331;0.212;8,27E+04;1;NIPAL3
3,59E+00;0.394644194553518;0.592;0.505;9,23E+04;1;FKBP5
3,92E-01;0.302586494234274;0.669;0.617;1,01E+05;1;EEF1G
6,22E+00;0.28731616634872;0.571;0.48;1,60E+05;1;RPL22
6,41E+00;0.366134765465321;0.617;0.555;1,65E+05;1;RBMS1
7,34E+00;0.29801962893737;0.538;0.392;1,89E+05;1;CD96
1,50E+00;0.382719697746942;0.687;0.648;3,86E+05;1;TGFBR2
1,66E+01;0.368452045659987;0.615;0.518;4,27E+05;1;LINC01619
1,82E+01;0.318453174157557;0.354;0.229;4,68E+05;1;KCNQ5
4,61E+01;0.385735165944438;0.326;0.213;1,19E+06;1;PCAT1
7,66E+01;0.266364882178757;0.383;0.265;1,97E+06;1;SPOCK2
7,83E+01;0.331866386077202;0.633;0.571;2,01E+06;1;RASA2
1,43E+02;0.31486473515118;0.62;0.577;3,67E+06;1;ITM2B
2,76E+01;0.349904009144183;0.542;0.466;7,10E+06;1;SUCLG2
4,27E+02;0.281411952741377;0.493;0.38;1,10E+07;1;SLC38A1
1,45E+03;0.319739587986307;0.576;0.51;3,74E+07;1;ADD3
3,71E+03;0.254863411108777;0.295;0.195;9,54E+07;1;ANKH
1,19E+04;0.285879581245991;0.583;0.515;3,06E+06;1;CEP85L
1,60E+04;0.297549602842507;0.47;0.377;4,12E+08;1;HIVEP2
2,04E+04;0.250254556573252;0.434;0.339;5,25E+08;1;SKP1
3,41E+04;0.276409080257321;0.396;0.303;8,76E+08;1;TMEM63A
5,92E+04;0.34553511068906;0.444;0.354;1,52E+09;1;PSMA1
6,29E+04;0.336315783281587;0.491;0.412;1,62E+09;1;SSBP2
7,07E+04;0.3180068256112;0.447;0.36;1,82E+09;1;ZHX2
8,67E+04;0.290231163663053;0.615;0.583;2,23E+09;1;SEMA4D
8,85E+04;0.278413121571584;0.471;0.39;2,28E+09;1;GCC2
9,06E+04;0.369452932162016;0.547;0.476;2,33E+09;1;IMMP2L
1,33E+05;0.272648654792483;0.663;0.617;3,43E+09;1;AC079793.1
1,48E+05;0.325779123248827;0.517;0.451;3,80E+09;1;CERS6
1,53E+05;0.261969356233937;0.723;0.733;3,94E+09;1;FTX
3,45E+05;0.307845762467752;0.48;0.408;8,86E+08;1;MCUB
8,12E+05;0.260846593753989;0.519;0.445;0.00020878230683965;1;MSI2
2,68E+06;0.296765179813931;0.514;0.446;0.000690024452622701;1;ARHGEF18
3,67E+06;0.27604429942758;0.63;0.607;0.000943726967467444;1;GLG1
4,06E+06;0.313180061513358;0.542;0.479;0.00104510739811533;1;ZNF609
5,11E+06;0.261212136149192;0.391;0.309;0.00131445246716656;1;AC119396.1
6,67E+06;0.326062729474202;0.517;0.483;0.0017156932543816;1;CCM2
4,62E+07;0.387283424556657;0.342;0.278;0.0118665806595075;1;CDK6
1,18E+08;0.258754350063435;0.347;0.281;0.0303909375021299;1;PCSK5
0;18.977.493.525.046;0.995;0.387;0;2;VCAN
1,77E-278;134.335.936.180.211;0.964;0.31;4,55E-274;2;CSF3R
2,83E-278;137.084.223.124.526;0.876;0.246;7,27E-274;2;DYSF
4,48E-271;150.875.910.939.359;0.939;0.318;1,15E-267;2;AC020916.1
3,62E-263;167.469.885.247.417;0.997;0.42;9,30E-259;2;PLXDC2
5,91E-263;162.845.861.477.665;0.898;0.29;1,52E-258;2;ACSL1
8,35E-245;166.405.017.010.524;0.981;0.419;2,15E-240;2;NAMPT
1,36E-244;152.480.859.168.759;0.98;0.384;3,50E-240;2;LRMDA
1,50E-234;142.794.197.152.412;0.937;0.347;3,85E-230;2;LRRK2
1,46E-233;145.582.221.382.269;1;0.85;3,75E-229;2;DPYD
1,45E-219;134.805.974.235.076;0.954;0.369;3,74E-215;2;RBM47
2,74E-219;124.866.720.433.848;0.937;0.349;7,04E-215;2;IRAK3
3,07E-216;11.538.202.484.439;0.824;0.251;7,90E-212;2;CREB5
5,11E-215;108.786.361.923.685;0.853;0.277;1,31E-210;2;SLC11A1
2,90E-213;0.793945608601269;0.648;0.144;7,46E-209;2;VCAN-AS1
3,39E-213;140.216.383.900.368;0.997;0.637;8,72E-209;2;ARHGAP26
3,05E-208;136.143.778.999.008;0.89;0.343;7,84E-204;2;MEGF9
1,41E-205;133.368.860.701.104;0.953;0.429;3,64E-201;2;ADAMTSL4-AS1
9,96E-205;131.929.516.585.965;0.898;0.325;2,56E-200;2;CD36
1,19E-204;0.926109729158149;0.745;0.204;3,05E-202;2;GLT1D1
2,41E-203;127.853.802.917.293;0.931;0.375;6,20E-198;2;GAB2
7,19E-201;0.862632570107496;0.631;0.15;1,85E-196;2;TREM1
1,16E-200;104.503.277.536.571;0.888;0.312;2,99E-196;2;TLR2
1,44E-187;0.903724933322549;0.788;0.248;3,69E-183;2;WDFY3
3,24E-187;0.980251968791251;0.851;0.297;8,34E-183;2;STX11
6,67E-183;149.443.969.968.913;0.931;0.403;1,72E-179;2;PLCB1
5,61E-181;156.699.363.471.829;0.953;0.528;1,44E-176;2;ANXA1
4,37E-179;117.989.404.584.034;0.978;0.54;1,12E-174;2;FNDC3B
1,29E-178;118.141.786.373.121;0.98;0.547;3,33E-173;2;VMP1
1,37E-174;119.876.488.293.799;0.915;0.431;3,52E-170;2;RAB11FIP1
1,51E-175;107.008.209.586.873;0.905;0.347;3,89E-170;2;DMXL2
1,44E-174;122.584.170.544.025;1;0.802;3,71E-169;2;NEAT1
3,43E-173;114.499.340.028.049;0.963;0.519;8,82E-168;2;FOSB
2,92E-171;0.768065258387806;0.591;0.146;7,51E-166;2;LINC00937
1,01E-161;113.571.526.814.253;0.826;0.322;2,59E-157;2;RRP12
2,51E-161;104.031.948.599.272;0.897;0.4;6,45E-157;2;PTPRE
1,28E-159;0.933144997099899;0.768;0.264;3,29E-155;2;KLF4
3,54E-158;105.024.081.203.084;0.98;0.466;9,10E-152;2;FCN1
2,29E-155;0.893233208829622;0.651;0.197;5,90E-151;2;IRS2
5,73E-155;0.65051244786903;0.523;0.122;1,47E-150;2;FCAR
6,04E-154;107.666.517.658.744;0.998;0.652;1,55E-149;2;FOS
6,37E-153;108.667.757.397.091;0.98;0.58;1,64E-148;2;DENND1A
3,72E-151;107.721.214.849.355;0.976;0.505;9,58E-147;2;JAK2
2,21E-151;0.979545542678597;0.868;0.378;5,69E-146;2;ATP2B1-AS1
5,94E-148;114.461.331.998.015;0.988;0.706;1,53E-143;2;SRGN
1,44E-147;0.889812517947003;0.745;0.256;3,70E-143;2;KIF13A
2,50E-146;12.340.247.452.524;0.995;0.624;6,42E-142;2;SAT1
7,80E-146;0.989905893561523;0.98;0.69;2,01E-141;2;PICALM
5,30E-145;0.988409456847887;0.638;0.192;1,36E-140;2;PLAUR
4,45E-143;0.954881773048015;0.783;0.297;1,14E-138;2;AP003086.1
1,41E-141;0.695236613615229;0.572;0.157;3,63E-138;2;TMEM170B
9,51E-140;101.927.749.197.679;0.986;0.556;2,44E-135;2;LYST
1,75E-138;0.773749253865181;0.765;0.27;4,50E-134;2;MS4A6A
1,35E-137;10.435.422.973.058;0.748;0.28;3,47E-133;2;TMTC2
5,18E-137;0.611597013815239;0.523;0.132;1,33E-132;2;AL034397.3
4,10E-136;1.164.305.301.396;0.988;0.582;1,05E-131;2;ZEB2
2,85E-135;0.980359337146392;0.802;0.324;7,32E-131;2;GAS7
3,98E-134;0.923647628946089;0.988;0.809;1,02E-129;2;USP15
1,66E-133;0.980827198882249;0.927;0.528;4,27E-129;2;GPCPD1
8,98E-133;0.869261737854335;0.895;0.409;2,31E-128;2;C9orf72
2,36E-132;0.882638852944537;0.841;0.333;6,06E-129;2;ARHGAP24
4,00E-132;0.939724696654053;0.919;0.408;1,03E-127;2;TBXAS1
1,37E-129;0.980373896061711;0.939;0.543;3,53E-125;2;QKI
2,81E-129;0.714339562506807;0.477;0.117;7,22E-125;2;SLC24A4
1,60E-127;0.884393030978011;0.8;0.328;4,12E-123;2;FRY
1,03E-126;0.574389824373422;0.472;0.115;2,64E-122;2;NLRP12
2,89E-126;0.961562231150465;0.954;0.405;7,42E-122;2;SLC8A1
1,44E-126;0.880289671858154;0.743;0.285;3,71E-121;2;RGS2
2,76E-125;0.859090013468236;0.998;0.891;7,10E-121;2;DOCK8
3,78E-125;0.872994732517769;0.87;0.414;9,73E-121;2;FBXL5
1,01E-124;0.878134255893338;0.888;0.477;2,61E-120;2;MCL1
1,87E-124;0.860607442276661;0.88;0.422;4,80E-120;2;TET2
3,02E-124;0.834975451333309;0.728;0.272;7,77E-120;2;RIPK2
9,04E-124;101.960.891.033.001;0.91;0.543;2,32E-119;2;ASAP1
2,93E-122;0.656856425476972;0.569;0.166;7,54E-118;2;NLRP3
3,51E-122;0.816341150022026;0.758;0.296;9,03E-119;2;RAB31
1,31E-121;100.997.736.407.052;0.953;0.596;3,38E-117;2;ATG7
2,06E-121;0.638636064946676;0.668;0.226;5,30E-117;2;OSCAR
5,06E-121;0.964622550014022;0.917;0.523;1,30E-116;2;SLCO3A1
5,36E-121;118.695.722.784.934;0.929;0.617;1,38E-117;2;JUN
1,57E-119;100.850.141.427.231;0.953;0.599;4,03E-115;2;SIPA1L1
2,23E-118;0.826405706494818;0.741;0.304;5,73E-114;2;PELI2
5,76E-118;0.711039901306575;0.795;0.3;1,48E-113;2;CLEC7A
2,55E-117;0.806417099402311;0.746;0.29;6,55E-113;2;SULF2
1,57E-116;0.838084378270837;0.865;0.369;4,03E-112;2;MCTP1
4,52E-115;0.725192649234924;0.817;0.321;1,16E-110;2;TNFAIP2
6,11E-115;0.778878012986916;0.668;0.244;1,57E-110;2;MXD1
4,57E-116;0.711290080670937;0.697;0.256;1,18E-109;2;ENTPD1
7,41E-114;0.822689264576122;0.87;0.404;1,91E-110;2;CYBB
9,23E-115;0.916810863924747;0.839;0.379;2,37E-109;2;MAML3
2,42E-113;0.704291453019959;0.536;0.159;6,22E-109;2;SLC22A15
5,26E-113;0.907442088796752;0.844;0.424;1,35E-108;2;AC022217.3
3,71E-111;0.731278037984623;0.761;0.298;9,54E-106;2;FGD4
4,08E-110;0.884411856750529;0.985;0.823;1,05E-105;2;STK17B
5,02E-110;0.895503656987676;0.993;0.562;1,29E-105;2;LYN
1,02E-109;0.643247759550395;0.55;0.168;2,63E-106;2;CLMN
1,19E-109;0.972215045175602;0.924;0.563;3,06E-105;2;DIAPH2
6,02E-109;0.781600809490032;0.865;0.408;1,55E-104;2;MNDA
2,68E-108;0.841002059392072;0.905;0.493;6,90E-104;2;NUMB
2,91E-108;0.698652409105042;0.69;0.261;7,48E-104;2;TNS3
3,71E-108;0.856538742296905;0.922;0.566;9,55E-104;2;AGTPBP1
8,81E-109;0.691850954750815;0.675;0.257;2,26E-103;2;MYADM
1,07E-107;0.734332506334423;0.783;0.33;2,76E-103;2;EVI5
1,49E-107;0.693855001992747;0.685;0.257;3,82E-103;2;PRAM1
2,09E-107;0.84606718995581;0.8;0.38;5,38E-103;2;BAZ2B
1,25E-106;0.565689394790381;0.453;0.119;3,20E-103;2;FAM198B-AS1
2,32E-106;0.899573937130243;0.846;0.45;5,96E-102;2;RABGEF1
3,52E-106;0.833823390490563;0.876;0.422;9,06E-103;2;SYK
5,45E-106;0.729028024432597;0.619;0.219;1,40E-102;2;RNF24
6,47E-107;0.816000019622047;0.942;0.594;1,66E-101;2;DUSP1
1,41E-105;0.794397999636573;0.814;0.371;3,64E-101;2;RNF130
2,95E-105;0.785171794515715;0.843;0.43;7,60E-101;2;ZFP36
8,68E-105;0.806855899688861;0.75;0.317;2,23E-100;2;KYNU
3,13E-104;0.700819963799388;0.545;0.172;8,04E-100;2;C5AR1
3,51E-104;0.846818094701881;0.975;0.752;9,04E-100;2;LRRFIP1
3,75E-104;0.755504545486633;0.814;0.355;9,65E-100;2;HCK
4,42E-104;0.860390793770387;0.904;0.513;1,14E-99;2;ZSWIM6
4,66E-105;0.670205098163449;0.682;0.258;1,20E-99;2;CLEC12A
5,70E-103;0.866733540663919;0.909;0.484;1,47E-98;2;BACH1
8,84E-103;0.860562473482804;0.794;0.375;2,27E-98;2;MICU1
1,40E-102;0.904009022482962;0.948;0.589;3,60E-98;2;GNAQ
9,88E-102;0.874302656195477;0.922;0.577;2,54E-97;2;CUX1
1,13E-101;0.549974586425904;0.382;0.091;2,91E-97;2;AC084871.1
2,89E-101;0.84517876512676;0.898;0.485;7,44E-97;2;SBF2
3,16E-102;0.831575703742888;0.758;0.346;8,12E-97;2;PSTPIP2
3,28E-101;0.916197510439201;0.841;0.444;8,42E-97;2;TRPS1
5,48E-101;0.841088089400103;0.773;0.371;1,41E-96;2;FOXO3
1,91E-100;0.700896808046084;0.731;0.311;4,92E-96;2;TOM1
2,83E-98;0.537971485437613;0.467;0.131;7,28E-94;2;ARHGEF40
6,46E-98;0.906711262522609;0.914;0.556;1,66E-93;2;DLEU2
9,89E-98;0.844922345504607;0.993;0.701;2,54E-93;2;AOAH
4,28E-97;0.695043149480043;0.741;0.325;1,10E-92;2;DPYD-AS1
5,11E-97;0.786063911869246;0.948;0.567;1,31E-92;2;MYO1F
1,19E-96;0.827699212370218;0.976;0.735;3,07E-92;2;SIK3
2,39E-97;0.817956479716454;0.797;0.388;6,15E-92;2;NCF1
4,04E-96;0.784606409659662;0.773;0.34;1,04E-91;2;CPPED1
9,02E-96;0.831770998166998;0.915;0.485;2,32E-91;2;MARCH1
1,40E-95;0.699323262134964;0.723;0.293;3,59E-93;2;DOCK5
2,90E-94;0.833902115311142;0.966;0.785;7,46E-90;2;JMJD1C
2,62E-91;0.903881817625912;0.892;0.577;6,73E-87;2;SPIDR
1,67E-89;0.49141884484958;0.426;0.12;4,30E-85;2;NFIL3
2,13E-88;0.717764604087637;0.782;0.391;5,47E-84;2;ATP11A
2,84E-88;0.871371799340086;0.895;0.58;7,30E-84;2;JARID2
8,75E-88;0.62755748394847;0.619;0.242;2,25E-83;2;PLSCR1
2,67E-87;0.784068392898414;0.893;0.536;6,86E-83;2;CMIP
6,23E-87;0.773884396087112;0.959;0.621;1,60E-82;2;ETV6
7,90E-87;0.731119915083986;0.959;0.546;2,03E-82;2;TYMP
8,48E-87;0.675467436859475;0.67;0.282;2,18E-82;2;TNFSF13B
2,10E-87;0.859452894958697;0.897;0.598;5,40E-82;2;ATP2B1
8,32E-88;0.744776883307549;0.756;0.359;2,14E-81;2;SKAP2
1,97E-85;0.725313320866036;0.822;0.402;5,07E-82;2;GRK3
2,28E-85;0.710650399041331;0.799;0.377;5,85E-81;2;FAM49A
2,64E-87;0.712925735808004;0.853;0.474;6,80E-81;2;IL17RA
4,94E-85;0.77915744255263;0.827;0.48;1,27E-80;2;PHF21A
1,79E-84;0.729737587397593;0.685;0.296;4,59E-80;2;AHR
1,46E-83;0.761457511068469;0.924;0.599;3,74E-79;2;FTH1
1,95E-82;0.646117504523456;0.535;0.192;5,00E-78;2;RIN2
1,47E-82;0.541332308413021;0.574;0.209;3,79E-78;2;TFEC
1,67E-81;0.550954725409495;0.545;0.19;4,30E-78;2;ATF3
8,14E-81;0.614806110413697;0.646;0.27;2,09E-76;2;IPMK
3,16E-80;0.584901817319453;0.538;0.197;8,12E-76;2;BCL6
1,72E-79;0.817738332289748;0.934;0.632;4,43E-75;2;ADGRE5
1,10E-78;0.485045358080511;0.316;0.076;2,84E-74;2;CRISPLD2
4,66E-78;0.744219461194381;0.746;0.386;1,20E-73;2;DDX60L
7,54E-78;0.539405481329374;0.487;0.164;1,94E-74;2;GK
1,51E-77;0.451325094037519;0.379;0.105;3,87E-73;2;NPL
4,01E-77;0.431693286918748;0.31;0.073;1,03E-72;2;PADI4
3,29E-76;0.70556177860702;0.892;0.602;8,46E-72;2;CCNL1
7,42E-76;0.610330864643595;0.606;0.253;1,91E-71;2;SLC25A37
9,30E-76;0.477687336034607;0.359;0.096;2,39E-71;2;CLEC4E
9,98E-75;0.533039431669601;0.47;0.157;2,57E-70;2;RFX2
1,67E-74;0.662149630485407;0.645;0.273;4,30E-70;2;IL15
1,71E-75;0.51567248818357;0.431;0.136;4,40E-70;2;LPAR1
1,83E-73;0.636346408566962;0.453;0.154;4,72E-69;2;ABHD5
2,45E-73;0.727675314553212;0.733;0.366;6,29E-69;2;IPCEF1
3,08E-73;0.754683201921608;0.927;0.666;7,91E-69;2;KLF6
1,16E-72;0.654403829601483;0.569;0.225;2,98E-68;2;ST6GALNAC3
1,17E-72;0.480500516597348;0.46;0.153;3,01E-69;2;PTAFR
2,78E-73;0.572514146856767;0.479;0.165;7,14E-68;2;CR1
3,77E-72;0.599596853647216;0.599;0.249;9,69E-68;2;CPNE8
1,59E-71;0.620390395372623;0.993;0.897;4,09E-67;2;AKAP13
2,18E-71;0.556624756828131;0.437;0.145;5,60E-67;2;DGKG
2,51E-71;0.701121911483898;0.731;0.378;6,46E-67;2;SPTLC2
5,30E-71;0.573227057632988;0.607;0.25;1,36E-66;2;STK3
5,36E-71;0.51306777972272;0.575;0.226;1,38E-66;2;SESTD1
7,43E-71;0.743563871853265;0.838;0.485;1,91E-66;2;WDFY2
9,49E-71;0.819918371689403;0.755;0.396;2,44E-66;2;EXT1
2,61E-71;0.665748802366306;0.726;0.369;6,72E-66;2;CSGALNACT2
3,16E-70;0.564903163496862;0.492;0.176;8,13E-66;2;S100Z
3,67E-70;0.516195837546194;0.563;0.227;9,43E-65;2;NAIP
5,53E-69;0.472438331129398;0.333;0.09;1,42E-64;2;RAB20
2,17E-68;0.398361012397634;0.32;0.083;5,59E-64;2;SGMS2
4,42E-68;0.605229434436472;0.619;0.269;1,14E-63;2;AGO4
2,54E-67;0.562226647724716;0.545;0.222;6,54E-63;2;UBE2D1
4,11E-67;0.408915407974255;0.321;0.085;1,06E-62;2;ANPEP
5,14E-67;0.579139576681937;0.687;0.325;1,32E-62;2;RAPGEF2
9,19E-68;0.580830389388824;0.614;0.268;2,36E-62;2;PTPN12
2,24E-66;0.57421998461895;0.655;0.306;5,76E-62;2;MTMR3
5,19E-66;0.643378666179789;0.937;0.687;1,33E-62;2;COP1
1,88E-65;0.676091782898489;0.892;0.572;4,83E-61;2;PARP14
2,18E-65;0.43176801627687;0.276;0.066;5,60E-61;2;LIN7A
1,30E-64;0.496006469045899;0.474;0.171;3,34E-60;2;PLBD1
1,43E-64;0.881164913690936;0.773;0.421;3,68E-60;2;HDAC9
1,88E-64;0.526080999704091;0.486;0.181;4,84E-60;2;ZNF438
1,21E-63;0.638501163915666;0.775;0.419;3,10E-59;2;USP32
1,66E-63;0.541978981430638;0.621;0.27;4,27E-59;2;EMILIN2
5,68E-63;0.672200652637658;0.567;0.244;1,46E-58;2;TEX14
1,23E-63;0.500947706872182;0.579;0.247;3,17E-58;2;AKIRIN2
1,49E-62;0.760177101807119;0.893;0.653;3,83E-58;2;IRF1
2,21E-63;0.756820213659489;0.77;0.425;5,69E-58;2;PELI1
8,07E-62;0.536633259723514;0.496;0.193;2,08E-57;2;MICAL2
9,00E-62;0.324599448215312;0.271;0.065;2,31E-57;2;ALDH1A2
1,04E-61;0.609597825253855;0.701;0.353;2,67E-57;2;HIPK3
2,83E-61;0.490876927360901;0.58;0.246;7,29E-57;2;LRP1
3,04E-61;0.514200949429339;0.594;0.26;7,80E-57;2;NCF2
2,37E-60;0.492043407479466;0.491;0.187;6,09E-56;2;CCDC200
3,58E-61;0.561150851639143;0.616;0.263;9,21E-56;2;RTN1
6,70E-60;0.621587599331634;0.922;0.687;1,72E-55;2;USP3
7,00E-60;0.671226104099726;0.783;0.46;1,80E-55;2;HIF1A
1,60E-59;0.651983307787241;0.817;0.494;4,11E-55;2;PRKAG2
2,70E-59;0.348112532842641;0.284;0.073;6,95E-55;2;CDA
3,03E-59;0.483675543291259;0.474;0.179;7,78E-55;2;ITGAM
6,18E-59;0.553085761164971;0.45;0.164;1,59E-54;2;LINC00877
6,20E-59;0.534556009243975;0.516;0.207;1,59E-54;2;CSF2RA
1,43E-58;0.614719437738709;0.761;0.445;3,68E-54;2;HDAC4
1,53E-58;0.556213570299548;0.563;0.24;3,95E-54;2;SLC31A2
1,55E-58;0.559977514550249;0.67;0.32;3,97E-54;2;ALOX5
2,40E-58;0.666050121516966;0.794;0.453;6,17E-54;2;EPSTI1
2,80E-58;0.429407451380549;0.416;0.144;7,19E-54;2;SIRPB2
3,86E-58;0.325050896500023;0.321;0.091;9,92E-55;2;FAM157C
7,54E-58;0.597112827538063;0.504;0.208;1,94E-53;2;SLC49A4
9,29E-58;0.534623587822666;0.563;0.248;2,39E-53;2;NABP1
4,02E-57;0.651689436117247;0.843;0.536;1,03E-52;2;CCNY
4,24E-57;0.468731629732895;0.513;0.211;1,09E-52;2;ZNF516
1,03E-55;0.636008429244387;0.797;0.464;2,65E-52;2;SNTB1
1,06E-55;0.506309898865241;0.614;0.294;2,72E-51;2;AC114760.2
1,07E-54;0.560537278110251;0.79;0.467;2,74E-50;2;IQSEC1
1,87E-54;0.560389341775326;0.633;0.297;4,80E-50;2;ACER3
3,99E-54;0.680086075478134;0.814;0.519;1,03E-49;2;AHNAK
9,44E-54;0.370121839116194;0.313;0.092;2,43E-49;2;KCNE1
1,93E-53;0.624304709908412;0.849;0.524;4,97E-49;2;SCLT1
3,16E-53;0.540525830750889;0.692;0.369;8,12E-49;2;FAR1
4,17E-53;0.516804961354513;0.729;0.404;1,07E-48;2;RAB1A
4,43E-53;0.388864797075588;0.25;0.063;1,14E-48;2;SEMA3C
8,73E-54;0.527771015864547;0.53;0.234;2,24E-48;2;ITPRIP
1,07E-52;0.510436837286762;0.474;0.191;2,74E-48;2;AL691403.1
6,92E-52;0.596928890945994;0.834;0.547;1,78E-47;2;TLE4
7,44E-52;0.476718500811022;0.565;0.258;1,91E-47;2;UBAP1
7,51E-52;0.385715625961786;0.398;0.139;1,93E-47;2;SORT1
9,44E-52;0.492914177729047;0.646;0.311;2,43E-47;2;SRGAP2
1,92E-52;0.724573829226481;0.778;0.471;4,94E-47;2;SLC2A3
3,42E-52;0.425507068849356;0.462;0.181;8,80E-47;2;NFAM1
3,85E-51;0.391397421178831;0.386;0.135;9,89E-49;2;HK2
1,06E-51;0.605372872146872;0.81;0.535;2,72E-46;2;PTK2B
