p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
2,54E-04;0.440450999720382;0.522;0.315;6,53E+00;16;FUT8
2,55E-04;0.287578425716555;0.402;0.209;6,56E+00;16;GOLGA8A
2,75E-04;0.423532852002115;0.883;0.761;7,08E+00;16;FYN
2,92E-04;0.263753777644384;0.417;0.211;7,50E+00;16;TRABD2A
3,06E-04;0.345439630740451;0.563;0.328;7,86E+00;16;GRAP2
4,74E-04;0.272074969549298;0.653;0.374;1,22E+01;16;THEMIS
4,83E-04;0.411694490134148;0.921;0.832;1,24E+00;16;ZBTB20
1,09E-03;0.384916663741924;0.539;0.321;2,81E+01;16;ABLIM1
1,27E-03;0.27466087163705;0.948;0.821;3,28E+01;16;RPS27A
1,65E-03;0.344887944738936;0.542;0.329;4,24E+01;16;LEPROTL1
1,68E-03;0.306297974567449;0.268;0.118;4,31E+01;16;DGKH
1,68E-03;0.436958355089406;0.703;0.521;4,33E+01;16;RAPGEF6
1,94E-03;0.43978031798191;0.708;0.515;5,00E+01;16;FOXO1
1,95E-03;0.32074490319469;0.586;0.367;5,01E+01;16;ACAP1
2,49E-03;0.37103793648509;0.688;0.475;6,40E+01;16;CLEC2D
3,07E-04;0.426085567692642;0.88;0.783;7,89E+01;16;RUNX1
3,98E-03;0.425771958578014;0.799;0.635;1,02E+02;16;PACS1
4,51E-03;0.397773068519779;0.878;0.747;1,16E+02;16;ELMO1
4,98E-03;0.256417941389186;0.271;0.12;1,28E+02;16;MFHAS1
5,00E-03;0.440627701705438;0.446;0.256;1,29E+02;16;GLCCI1
1,06E-02;0.457109580213821;0.429;0.241;2,72E+02;16;PLCL1
1,51E-02;0.416659885853679;0.848;0.748;3,89E+02;16;CYTH1
1,66E-02;0.325139418061625;0.924;0.778;4,26E+02;16;RPL3
1,86E-02;0.322485683720014;0.714;0.507;4,77E+02;16;NDFIP1
1,94E-02;0.379344415800757;0.886;0.828;4,99E+01;16;TNRC6B
1,99E-02;0.384457040612808;0.402;0.225;5,12E+02;16;TMEM65
3,22E-02;0.366259677981608;0.525;0.335;8,27E+01;16;KIF2A
3,40E-02;0.750364139894391;0.571;0.413;8,75E+02;16;FHIT
4,63E-02;0.291091491244548;0.434;0.246;1,19E+03;16;GOLGA8B
5,43E-02;0.309498599069275;0.429;0.244;1,40E+03;16;SFI1
8,13E-02;0.331479491473958;0.461;0.269;2,09E+03;16;LINC00513
1,11E-01;0.252220383778412;0.324;0.16;2,86E+03;16;SHISAL2A
1,12E-01;0.292138673932264;0.437;0.25;2,89E+03;16;HELB
1,26E-01;0.295499930643798;0.933;0.838;3,24E+03;16;RPL11
1,84E-01;0.285999742030988;0.51;0.299;4,72E+03;16;CD3D
1,97E-01;0.406889849250233;0.566;0.396;5,06E+03;16;CYLD
2,30E-01;0.324024662564527;0.659;0.438;5,90E+02;16;SELL
4,18E-01;0.362756299368459;0.889;0.781;1,08E+04;16;CDC42SE2
7,76E-01;0.335509469139267;0.464;0.286;2,00E+04;16;LPIN2
3,29E+00;0.312558565884042;0.513;0.321;8,47E+04;16;ITPKB
5,48E+00;0.345915886677392;0.773;0.676;1,41E+04;16;STK4
1,74E+01;0.34002272683735;0.624;0.452;4,48E+04;16;NSD3
1,97E+01;0.337954209269985;0.569;0.396;5,05E+04;16;IL6ST
2,33E+01;0.420753928328807;0.458;0.285;5,98E+04;16;CSGALNACT1
2,86E+01;0.296547306540874;0.621;0.435;7,35E+05;16;CYFIP2
4,73E+01;0.253303492567844;0.95;0.877;1,22E+06;16;RPS2
8,17E+01;0.345414338360783;0.359;0.208;2,10E+06;16;PCNX2
9,26E+01;0.311407077274655;0.464;0.3;2,38E+06;16;CNST
1,11E+02;0.36444496197473;0.516;0.336;2,85E+05;16;TRBC2
2,46E+02;0.312609330415404;0.563;0.403;6,31E+06;16;NAP1L4
3,25E+02;0.267564011830481;0.455;0.291;8,35E+06;16;PSIP1
4,09E+02;0.256691385452991;1;0.999;1,05E+07;16;B2M
5,00E+02;0.255438513568284;0.359;0.207;1,29E+07;16;PRORP
6,48E+01;0.332156612042012;0.548;0.373;1,67E+07;16;TNRC6C
6,55E+02;0.340794687678688;0.574;0.415;1,69E+07;16;MGAT5
6,62E+02;0.262249010045871;0.469;0.302;1,70E+07;16;IL2RG
8,72E+02;0.350205716440322;0.676;0.531;2,24E+07;16;PCNX1
1,02E+03;0.308108479849166;0.615;0.453;2,62E+07;16;TUT4
1,31E+03;0.334210494834141;0.7;0.562;3,36E+07;16;EPC1
1,76E+03;0.370967521550293;0.478;0.322;4,53E+07;16;ATP10A
1,78E+03;0.302789947404665;0.927;0.847;4,58E+07;16;IKZF1
1,80E+03;0.295128248701138;0.3;0.168;4,63E+07;16;CLYBL
2,88E+03;0.334101994791769;0.601;0.444;7,41E+07;16;MSI2
2,99E+02;0.257576407576476;0.376;0.229;7,70E+07;16;SPTAN1
3,27E+03;0.267133656919558;0.781;0.631;8,41E+07;16;RPSA
4,08E+03;0.272055413889697;0.466;0.31;1,05E+08;16;PCGF5
4,61E+03;0.330076845906194;0.443;0.294;1,19E+08;16;LIMS1
7,02E+03;0.290015366111945;0.589;0.435;1,80E+08;16;LRRC8C
1,77E+03;0.290636851937523;0.469;0.309;4,54E+08;16;AC119396.1
5,95E+04;0.261107167996327;0.341;0.208;1,53E+09;16;LINC00342
6,28E+04;0.251669502758001;0.528;0.367;1,62E+09;16;PTPN4
1,01E+04;0.370367566145742;0.58;0.446;2,60E+09;16;ARHGEF18
1,02E+05;0.274112401051014;0.475;0.326;2,62E+07;16;SLC4A7
1,18E+05;0.36917613877308;0.638;0.515;3,04E+09;16;CEP85L
1,83E+05;0.278133551978817;0.574;0.422;4,72E+09;16;RBL2
3,76E+05;0.280706685504146;0.539;0.411;9,67E+09;16;STT3B
4,00E+05;0.303999501998232;0.542;0.412;0.000102926811981468;16;FAM107B
4,78E+05;0.324998040754194;0.644;0.506;0.000123026562347159;16;FKBP5
5,53E+04;0.29398532232324;0.787;0.688;0.000142184031887902;16;ARID4B
5,83E+05;0.261287429120381;0.574;0.427;0.00014990617385488;16;PPP3CC
6,13E+05;0.287177266472171;0.402;0.265;0.000157661671698709;16;GPHN
6,15E+05;0.325712034671873;0.656;0.541;0.000158055233736814;16;SORL1
8,36E+05;0.297966068534403;0.464;0.328;0.000215083495116881;16;ATXN7L1
1,30E+06;0.258804381337804;0.461;0.327;0.000333675847845021;16;TMEM123
1,40E+06;0.275659350766829;0.399;0.27;0.000359260424868223;16;UBASH3B
3,66E+06;0.426582246000113;0.577;0.475;0.000942362836327088;16;LDLRAD4
4,16E+06;0.25314852546757;0.449;0.319;0.00106906244944143;16;CRTC3
6,82E+06;0.286840884186336;0.49;0.369;0.00175319235010888;16;PCSK7
1,58E+07;0.29272387271946;0.496;0.375;0.00406837850275406;16;CEMIP2
1,78E+07;0.26355767135673;0.516;0.39;0.00458626883539467;16;KAT6B
2,21E+07;0.271246949290469;0.598;0.484;0.0056718320669507;16;KAT6A
2,74E+07;0.256196991080018;0.519;0.408;0.00704982807052826;16;CNOT6L
3,27E+07;0.295686595543352;0.35;0.238;0.00841586866019273;16;PRKN
3,65E+07;0.259049880940048;0.601;0.512;0.00937484086513263;16;SF3B1
3,74E+07;0.341336090117598;0.586;0.476;0.00961485247881549;16;IMMP2L
5,31E+07;0.290132239626337;0.481;0.372;0.0136559667361446;16;ABCC1
1,65E+08;0.280001129428337;0.525;0.412;0.0425521718894802;16;P2RY8
3,62E+08;0.301500483555182;0.609;0.52;0.093045498350273;16;LINC01619
3,68E+08;0.25807829118126;0.513;0.411;0.0946923546952324;16;RESF1
4,16E+07;0.272774996583292;0.525;0.425;0.107000593046024;16;RFX3
4,77E+08;0.270088620124883;0.644;0.586;0.122712122474407;16;CDKAL1
5,44E+08;0.254373335556531;0.496;0.384;0.139989836602594;16;PPP1R2
9,56E+08;0.263064354803137;0.464;0.357;0.245914235572962;16;SMYD3
0;23.575.971.046.706;0.844;0.133;0;17;IFNG-AS1
3,37E-177;0.7472892213505;0.407;0.042;8,67E-173;17;GZMK
1,11E-79;109.502.453.332.116;0.907;0.414;2,86E-75;17;SYNE2
2,45E-77;101.956.398.848.112;0.889;0.38;6,30E-73;17;IL7R
1,80E-76;118.679.748.781.625;0.895;0.405;4,64E-72;17;INPP4B
1,49E-66;108.866.159.997.947;0.823;0.355;3,84E-62;17;ANK3
7,30E-66;0.575670621643277;0.386;0.085;1,88E-61;17;LRIG1
6,31E-62;0.910622770410046;0.868;0.409;1,62E-57;17;TC2N
2,60E-60;0.846131888340247;0.997;0.919;6,70E-56;17;ARHGAP15
2,40E-53;0.767950619944965;0.781;0.344;6,18E-49;17;SLFN12L
1,98E-52;0.930360281744409;0.856;0.437;5,09E-48;17;IL32
3,12E-51;0.944514156131723;0.853;0.482;8,02E-47;17;CDC14A
5,02E-50;0.816857067087608;0.949;0.541;1,29E-45;17;PRKCH
9,52E-43;0.743133076515718;0.946;0.499;2,45E-38;17;BCL11B
1,23E-40;0.63185601277875;0.638;0.264;3,16E-36;17;DOCK9
3,27E-41;0.647133883634481;0.635;0.269;8,42E-36;17;CD2
1,29E-36;0.587363265585806;0.56;0.218;3,31E-32;17;GPRIN3
3,81E-36;0.50983909907799;0.503;0.171;9,79E-32;17;CCL5
1,74E-34;0.716234049046037;0.749;0.4;4,47E-31;17;TTC39C
2,66E-34;0.723346701375158;0.763;0.371;6,85E-30;17;THEMIS
4,05E-34;0.628985937467026;0.599;0.255;1,04E-29;17;PATJ
4,57E-34;0.757829400067334;0.949;0.815;1,17E-29;17;DOCK10
1,26E-32;0.622189339445862;0.527;0.204;3,25E-28;17;NCALD
2,58E-32;0.555113654978598;0.778;0.368;6,62E-28;17;ITK
2,98E-32;0.733279825484562;0.584;0.244;7,66E-28;17;LINC01934
4,96E-31;0.570505323703964;0.569;0.234;1,28E-27;17;RASGRF2
6,88E-31;0.588110952043506;0.781;0.405;1,77E-26;17;ETS1
1,57E-30;0.870685653199199;0.832;0.483;4,04E-26;17;BCL2
4,25E-30;0.65715324361154;0.823;0.427;1,09E-25;17;CAMK4
7,98E-29;0.680792420206506;0.74;0.389;2,05E-24;17;CD96
9,90E-29;0.662686810299748;0.734;0.377;2,55E-24;17;RORA
1,39E-28;0.628810629842001;0.737;0.403;3,57E-24;17;CASK
1,58E-28;0.712297437160231;0.847;0.537;4,06E-24;17;KLF12
2,66E-28;0.715422849024002;0.82;0.482;6,84E-24;17;LTB
3,03E-28;0.607013612138041;0.731;0.365;7,79E-24;17;TRAC
7,24E-28;0.511843740374425;0.494;0.204;1,86E-22;17;PCNX2
2,45E-26;0.63418767872706;0.931;0.562;6,30E-22;17;SKAP1
2,84E-26;0.484991888078495;0.626;0.287;7,31E-22;17;RASGRP1
1,14E-25;0.457567458387924;0.383;0.128;2,93E-21;17;A2M
1,84E-26;0.651351762519637;0.644;0.336;4,74E-21;17;ITGB1
1,77E-25;0.523892997552055;0.734;0.376;4,56E-20;17;TCF7
2,74E-23;0.702972448810125;0.838;0.613;7,05E-19;17;AC079793.1
1,38E-22;0.594825790359017;0.653;0.331;3,54E-18;17;STAT4
4,14E-22;0.624534561875406;0.497;0.213;1,06E-18;17;NELL2
8,48E-22;0.442852554684389;0.305;0.097;2,18E-17;17;EPHA4
2,05E-21;0.597273992853421;0.41;0.155;5,26E-17;17;AC139720.1
2,49E-21;0.651159254808273;0.488;0.211;6,40E-17;17;PCAT1
7,02E-21;0.440225054322942;0.44;0.173;1,81E-17;17;PYHIN1
1,38E-20;0.373925294352519;0.359;0.127;3,55E-16;17;MYBL1
2,15E-21;0.677477216613304;0.656;0.362;5,54E-16;17;MDFIC
5,21E-20;0.474313437669439;0.425;0.172;1,34E-15;17;RNF157
5,38E-20;0.332787584222702;0.275;0.085;1,38E-15;17;SLAMF1
1,35E-18;0.460434287607194;0.461;0.197;3,47E-14;17;SAMD3
2,09E-18;0.515868333279756;0.608;0.302;5,38E-14;17;NR3C2
5,73E-18;0.479784079003259;0.566;0.273;1,47E-13;17;CD6
1,04E-17;0.553701947747314;0.889;0.626;2,68E-13;17;CCND3
2,70E-17;0.625192163794115;0.883;0.708;6,95E-13;17;PARP8
1,02E-16;0.589329156374842;0.844;0.6;2,63E-12;17;PITPNC1
4,69E-16;0.542475981883487;0.728;0.444;1,21E-11;17;CBLB
1,02E-15;0.654234074168373;0.65;0.399;2,63E-11;17;AKT3
1,33E-15;0.545759885803463;0.689;0.398;3,41E-11;17;TNIK
2,19E-15;0.563707753390119;0.668;0.379;5,64E-11;17;CD69
2,86E-15;0.40910812709378;0.853;0.482;7,35E-11;17;CD247
5,90E-15;0.423544294110011;0.644;0.345;1,52E-10;17;NCK2
7,55E-15;0.476664539457081;0.653;0.35;1,94E-10;17;PRKCQ
1,86E-14;0.482006507795145;0.659;0.374;4,77E-10;17;HIVEP2
4,17E-14;0.371096667016601;0.383;0.157;1,07E-09;17;CD226
9,99E-14;0.464969806021663;0.62;0.326;2,57E-09;17;GRAP2
5,29E-13;0.34871916033532;0.533;0.263;1,36E-08;17;ARL4C
3,41E-12;0.521400877358402;0.524;0.274;8,78E-08;17;PPP1R16B
4,26E-12;0.451330644584575;0.656;0.378;1,10E-07;17;SLC38A1
4,45E-13;0.515640943897583;0.766;0.5;1,14E-07;17;SERINC5
5,68E-12;0.307613965731479;0.26;0.089;1,46E-07;17;DPP4
2,62E-11;0.352118626674978;0.485;0.236;6,75E-07;17;NFATC2
4,96E-11;0.533728661415528;0.746;0.522;1,28E-06;17;PAG1
5,63E-11;0.414245786917417;0.527;0.278;1,45E-06;17;PCED1B-AS1
5,94E-11;0.399168223897221;0.955;0.821;1,53E-06;17;RPS27A
4,24E-10;0.501118376762159;0.437;0.212;1,09E-05;17;TAFA1
4,77E-10;0.28742913495028;0.296;0.115;1,23E-05;17;LINC00649
1,52E-09;0.399533734525704;0.476;0.242;3,92E-05;17;RCAN3
1,74E-09;0.38448921982948;0.608;0.33;4,48E-05;17;SCML4
3,14E-10;0.399032897824396;0.886;0.721;8,07E-05;17;RPS3
4,31E-09;0.478115853955281;0.892;0.781;1,11E-04;17;CDC42SE2
6,48E-09;0.491472643193192;0.916;0.811;1,67E-04;17;TXNIP
7,76E-09;0.323261619274576;0.308;0.126;1,99E-04;17;CD28
7,93E-09;0.291858532841785;0.991;0.912;2,04E-04;17;RPL41
1,02E-08;0.430961344996241;0.928;0.778;2,62E-04;17;RPL3
1,18E-08;0.306497435042178;0.362;0.158;3,03E-04;17;AC010609.1
1,63E-08;0.440830511356805;0.683;0.411;4,20E-04;17;RHOH
3,93E-08;0.312401280013377;0.269;0.102;1,01E-03;17;PZP
8,30E-09;0.351456143917042;0.967;0.899;2,14E-03;17;RPL13
8,35E-09;0.446558999303173;0.59;0.334;2,15E-03;17;TRBC2
1,08E-07;0.317830000091137;0.506;0.265;2,78E-04;17;SPOCK2
1,26E-07;0.294985663097193;0.302;0.126;3,24E-03;17;CD5
1,29E-07;0.342658421286743;0.97;0.867;3,31E-03;17;RPL13A
1,38E-07;0.421907979308421;0.719;0.453;3,55E-03;17;PCED1B
1,72E-07;0.351027731841153;0.278;0.111;4,42E-03;17;FAAH2
3,68E-08;0.353798709405829;0.931;0.784;9,46E-03;17;RPS28
3,78E-07;0.351715109845487;0.56;0.307;9,72E-03;17;LINC00861
4,01E-07;0.304797811394785;0.716;0.397;1,03E-04;17;LEF1
4,31E-07;0.289928304289379;0.557;0.298;1,11E-02;17;CD3D
1,24E-08;0.42288586911363;0.91;0.813;3,18E-02;17;BTG1
3,13E-06;0.344755966876196;0.566;0.321;8,06E-02;17;ZEB1
3,25E-06;0.309751999073355;0.503;0.271;8,35E-02;17;CXCR4
3,73E-07;0.436957978745467;0.889;0.761;9,58E-02;17;FYN
6,82E-06;0.39346729729283;1;0.999;1,75E-01;17;B2M
7,90E-06;0.323545114253783;0.5;0.269;2,03E-01;17;LCK
1,48E-05;0.508122048196336;0.734;0.543;3,81E-02;17;ATXN1
1,62E-05;0.38463104147252;0.644;0.38;4,17E-01;17;TXK
1,75E-05;0.388514045385504;0.901;0.756;4,51E-01;17;RPL23A
2,21E-05;0.423382246168977;0.796;0.594;5,68E-01;17;LRBA
2,41E-05;0.358660935892082;0.889;0.658;6,20E-01;17;AAK1
3,58E-05;0.477542525357453;0.808;0.669;9,20E-01;17;ZFP36L2
7,38E-06;0.257524925844526;0.251;0.101;1,90E-01;17;ESR2
1,14E-04;0.284834870961596;0.32;0.148;2,92E-01;17;OPTN
2,30E-04;0.372165192566692;0.805;0.63;5,92E+00;17;RPSA
2,33E-04;0.436319409526198;0.802;0.639;6,00E+00;17;PIP4K2A
2,98E-04;0.417525804738724;0.596;0.381;7,66E+00;17;CCSER2
3,36E-04;0.400082864754837;0.593;0.371;8,65E+00;17;TNRC6C
3,88E-04;0.371114701396508;0.647;0.412;9,98E+00;17;GIMAP7
4,40E-04;0.285225283849993;1;0.997;1,13E+01;17;MT-CYB
5,42E-04;0.282059967015866;0.287;0.126;1,39E+00;17;TSPAN5
9,05E-04;0.296942261099678;0.374;0.186;2,33E+01;17;ZNF831
9,28E-04;0.351197151276306;0.518;0.299;2,39E-01;17;LDHB
1,21E-03;0.372513563844348;0.784;0.563;3,12E-02;17;EVL
1,28E-03;0.333372373317528;0.952;0.838;3,29E+01;17;RPL11
1,31E-03;0.321400742169332;0.632;0.388;3,38E+01;17;OXNAD1
1,48E-03;0.388955449445571;0.575;0.366;3,80E+01;17;PTPN4
5,09E-03;0.327294900045203;0.506;0.292;1,31E+02;17;MGAT4A
5,41E-04;0.318573759230706;0.548;0.334;1,39E+02;17;KIF2A
7,73E-03;0.306451324167707;0.455;0.249;1,99E+02;17;TESPA1
7,83E-03;0.361088234482867;0.922;0.777;2,01E+02;17;MAML2
9,20E-03;0.444161540935129;0.74;0.584;2,37E+02;17;ARHGEF3
1,11E-02;0.280889537491517;0.901;0.811;2,85E+02;17;RPLP2
1,38E-02;0.285370574220471;0.437;0.238;3,55E+02;17;SIDT1
1,45E-02;0.301162812741151;0.901;0.787;3,73E+02;17;RPL10
2,30E-02;0.346478646835336;0.886;0.799;5,92E+01;17;RPS18
2,54E-02;0.292713759639827;0.973;0.925;6,53E+00;17;EEF1A1
3,00E-02;0.25445284549036;0.299;0.14;7,72E+02;17;CASTOR3
4,08E-02;0.409955899921567;0.689;0.477;1,05E+03;17;PDE3B
6,74E-02;0.318482233718068;0.41;0.225;1,73E+03;17;PAM
7,96E-03;0.347453082991328;0.434;0.25;2,05E+03;17;HELB
9,69E-02;0.260180013160179;0.895;0.736;2,49E+03;17;RPS26
1,55E-01;0.393109890189807;0.536;0.348;3,98E+03;17;SMAD3
3,15E-01;0.306282403606186;0.94;0.877;8,09E+02;17;RPS2
3,70E-01;0.392516740002445;0.811;0.652;9,52E+02;17;IQGAP2
4,77E-01;0.325521248490031;0.491;0.302;1,23E+04;17;TMEM63A
5,00E-01;0.295679917897845;0.365;0.195;1,28E+04;17;ANKH
8,31E-01;0.27896959333782;0.955;0.866;2,14E+04;17;RPLP1
8,91E-01;0.268535093963012;0.991;0.987;2,29E+04;17;MBNL1
9,88E-01;0.373603249831139;0.734;0.545;2,54E+04;17;EPB41
1,52E+00;0.373630705560789;0.778;0.653;3,90E+04;17;EML4
1,77E-01;0.251669010397247;0.889;0.752;4,55E+04;17;RPS16
2,77E+00;0.35513649364567;0.671;0.476;7,11E+04;17;CLEC2D
3,08E+00;0.366490783230784;0.796;0.642;7,93E+04;17;TNFAIP8
3,41E+00;0.30861158088619;0.599;0.412;8,77E+04;17;ST3GAL1
3,81E+00;0.311945875762244;0.644;0.443;9,80E+04;17;MSI2
4,61E-01;0.390234623497947;0.455;0.277;1,19E+05;17;CDK6
5,04E-01;0.342114005262316;0.808;0.635;1,30E+05;17;PACS1
5,79E+00;0.263951642915452;0.662;0.445;1,49E+05;17;TMC8
6,31E+00;0.302971391952376;0.392;0.226;1,62E+05;17;TNFSF8
7,38E+00;0.335385506419965;0.497;0.321;1,90E+04;17;PIK3R1
8,81E+00;0.384392217158963;0.838;0.763;2,26E+05;17;ANKRD12
1,23E+01;0.29819619465247;0.365;0.203;3,17E+05;17;CCDC7
1,38E+01;0.308422571817357;0.395;0.223;3,54E+05;17;RORA-AS1
1,66E+01;0.280338887132791;0.572;0.368;4,28E+05;17;ACAP1
1,80E+01;0.269378013189406;0.982;0.974;4,62E+05;17;HLA-B
2,29E+01;0.408961883460426;0.44;0.264;5,88E+05;17;TRBC1
2,90E+01;0.264392825233894;0.533;0.332;7,45E+04;17;PIK3IP1
4,33E+01;0.412520073980285;0.467;0.304;1,11E+06;17;AC068587.4
5,42E+01;0.351755887023307;0.488;0.321;1,39E+06;17;KAT2B
8,50E+01;0.436254706886299;0.763;0.668;2,19E+06;17;ITGA4
1,47E+01;0.310856646880077;0.617;0.438;3,78E+06;17;HSPA8
1,52E+02;0.252980716721536;0.416;0.249;3,92E+06;17;ANKRD36
2,37E+02;0.362189153397096;0.707;0.557;6,09E+06;17;PPP2R5C
2,37E+02;0.349393954228944;0.692;0.531;6,10E+06;17;PCNX1
2,90E+01;0.313196761353767;0.838;0.717;7,45E+06;17;RPS6
3,06E+02;0.290443844204766;0.509;0.33;7,86E+06;17;LEPROTL1
3,09E+00;0.313619487915453;0.746;0.603;7,95E+06;17;RPL7A
3,30E+02;0.267123963343742;0.826;0.702;8,48E+06;17;RPL18
4,00E+02;0.326714198308726;0.683;0.498;1,03E+07;17;SEPTIN6
4,06E+02;0.271420155202163;0.787;0.589;1,04E+07;17;PDE7A
4,24E+01;0.34172590849603;0.626;0.453;1,09E+07;17;TUT4
6,90E+02;0.286183484099082;0.916;0.845;1,77E+04;17;HLA-C
8,19E+02;0.265818670786977;0.452;0.284;2,11E+07;17;EMB
1,57E+03;0.310005684940832;0.638;0.477;4,05E+07;17;RASA3
1,92E+03;0.253449917480377;0.817;0.668;4,95E+07;17;RPS4X
2,22E+03;0.274256473046996;0.728;0.569;5,70E+07;17;CALM1
2,27E+03;0.287461243879041;0.725;0.584;5,85E+07;17;ZC3HAV1
2,71E+02;0.313043313575392;0.716;0.581;6,96E+07;17;SEMA4D
3,49E+03;0.280062799668378;0.581;0.407;8,96E+07;17;CNOT6L
4,06E+03;0.269821015218792;0.308;0.174;1,04E+08;17;AC016831.7
6,39E+03;0.353600473263825;0.392;0.244;1,64E+08;17;TNFAIP3
6,54E+03;0.257868731670489;0.566;0.378;1,68E+08;17;CARD11
9,29E+03;0.30075189159952;0.581;0.422;2,39E+07;17;RBL2
1,00E+04;0.329158039349334;0.419;0.271;2,57E+08;17;LINC00513
1,03E+04;0.290170990127209;0.614;0.455;2,64E+07;17;GNG2
1,24E+04;0.394554455988816;0.766;0.666;3,19E+08;17;JUNB
1,38E+04;0.253349481230514;0.883;0.786;3,55E+08;17;FAU
1,53E+04;0.255911162953719;0.497;0.34;3,93E+08;17;SKP1
1,66E+04;0.28055365836095;0.695;0.544;4,26E+08;17;RPL10A
2,20E+04;0.315335170800521;0.563;0.41;5,67E+08;17;RESF1
2,21E+04;0.258603568441976;0.53;0.37;5,68E+08;17;STK17A
2,56E+03;0.250482241122452;0.458;0.302;6,58E+08;17;IL2RG
3,08E+04;0.271590575790808;0.437;0.287;7,92E+08;17;LPIN2
5,98E+04;0.277788355259503;0.578;0.427;1,54E+09;17;PPP3CC
7,56E+04;0.268807909343083;0.545;0.39;1,94E+09;17;GCC2
2,21E+05;0.268105579844331;0.677;0.537;5,67E+09;17;RPL4
3,64E+05;0.268490634877554;0.365;0.234;9,36E+09;17;ERN1
4,63E+05;0.257707912633223;0.536;0.384;0.000119123613391968;17;ARID5B
6,87E+05;0.318909570414061;0.539;0.396;0.000176586298896673;17;TAB2
9,86E+05;0.265663695687719;0.841;0.784;0.000253448295395952;17;RUNX1
1,04E+06;0.290260271916699;0.35;0.226;0.000267588181680115;17;ADAM19
1,21E+06;0.461952882135832;0.527;0.419;0.000312203397871842;17;PHACTR2
2,06E+06;0.250484483144212;0.542;0.403;0.000529988758221334;17;NAP1L4
2,94E+06;0.285473576044017;0.446;0.315;0.000756455104132382;17;RUNX3
3,39E+06;0.255231354395204;0.725;0.598;0.000870888203252147;17;CD52
4,07E+06;0.29282725689303;0.647;0.519;0.00104709745448237;17;LINC01619
5,67E+06;0.280426035342724;0.731;0.605;0.00145743509188736;17;MACF1
7,89E+06;0.279023130422791;0.883;0.833;0.00202925778934567;17;ZBTB20
2,02E+07;0.255202681328939;0.751;0.68;0.00519949693011915;17;JAK1
7,52E+07;0.264982199046194;0.539;0.412;0.0193373753709542;17;P2RY8
8,34E+07;0.252818362114971;0.479;0.356;0.021450135558086;17;SMYD3
9,34E+06;0.261489285287372;0.593;0.478;0.0240192272770566;17;NFATC3
1,19E+06;0.255276556124035;0.467;0.355;0.0304945115348203;17;PSMA1
5,13E+08;0.278859180324626;0.527;0.418;0.13196272224403;17;ARAP2
6,15E+08;0.272476117662603;0.665;0.585;0.158116754081096;17;CDKAL1
0;255.789.220.775.355;0.987;0.108;0;18;FCGR3A
0;243.458.742.120.212;0.953;0.044;0;18;CDKN1C
0;177.869.538.873.731;0.934;0.129;0;18;MS4A7
0;135.501.095.079.038;0.896;0.13;0;18;CSF1R
0;134.380.622.570.462;0.668;0.059;0;18;CCDC26
0;123.097.710.511.934;0.832;0.074;0;18;SMIM25
0;108.726.682.659.809;0.823;0.096;0;18;LRRC25
0;0.956958441897282;0.589;0.048;0;18;HMOX1
0;0.86568947339985;0.614;0.031;0;18;HES4
0;0.738698452282951;0.57;0.039;0;18;SIGLEC10
0;0.707312911829189;0.484;0.005;0;18;AC104809.2
0;0.602190237062263;0.354;0.006;0;18;AC020651.2
0;0.380289743317649;0.25;0.004;0;18;CKB
5,37E-294;0.578954154729691;0.424;0.025;1,38E-289;18;CTSL
1,30E-268;20.905.461.398.825;0.972;0.245;3,35E-264;18;IFITM3
5,19E-268;173.370.525.789.348;0.968;0.233;1,33E-263;18;LST1
2,33E-265;159.628.379.557.325;0.902;0.181;5,99E-261;18;CFD
1,79E-262;0.765266862885546;0.576;0.058;4,61E-259;18;C3AR1
5,15E-255;245.899.914.003.182;1;0.295;1,33E-250;18;TCF7L2
1,60E-249;0.713270714337915;0.421;0.03;4,12E-245;18;PAPSS2
8,68E-248;125.926.406.630.996;0.598;0.068;2,23E-243;18;FMNL2
1,06E-242;0.45209000743418;0.329;0.018;2,71E-238;18;CASP5
6,24E-241;229.618.897.785.703;1;0.317;1,60E-236;18;MTSS1
5,95E-238;0.624211589791679;0.462;0.039;1,53E-233;18;NEURL1
4,45E-224;183.483.369.392.498;0.991;0.323;1,14E-219;18;SERPINA1
5,35E-224;0.672809870128429;0.478;0.046;1,38E-218;18;RHOC
3,93E-221;0.809813735340168;0.633;0.083;1,01E-216;18;CX3CR1
4,41E-220;0.56999070796292;0.43;0.037;1,13E-215;18;AL158212.2
1,37E-217;102.233.915.015.871;0.756;0.126;3,52E-213;18;MAFB
5,52E-211;183.143.209.986.942;0.968;0.317;1,42E-206;18;FCER1G
1,84E-205;192.401.813.740.114;0.975;0.322;4,73E-201;18;AIF1
2,98E-200;0.510429529542424;0.351;0.026;7,66E-196;18;GUCY1A1
7,01E-197;114.483.359.981.117;0.722;0.13;1,80E-192;18;CALHM6
1,03E-195;0.610355634533895;0.487;0.054;2,65E-191;18;GPBAR1
2,65E-195;110.510.952.824.444;0.797;0.164;6,81E-191;18;LILRB1
2,15E-194;0.511203684021874;0.326;0.023;5,53E-190;18;KCNMA1
2,07E-193;0.628369691870502;0.509;0.06;5,33E-189;18;FAM110A
1,44E-182;0.760403131098905;0.63;0.099;3,70E-179;18;ABI3
